	PatID	Archaea
SRR5971566	UP41	0
SRR5971567	UT23	0
SRR5971568	UT05	0
SRR5971569	UT34	0
SRR5971570	UT01	0
SRR5971571	UT24	0
SRR5971572	UT46	0
SRR5971573	UT01	1
SRR5971574	UT20	0
SRR5971575	UT53	0
SRR5971576	UP21	0
SRR5971577	UP21	0
SRR5971578	UT38	0
SRR5971579	UT38	0
SRR5971581	UT52	0
SRR5971582	UT52	0
SRR5971583	UT34	0
SRR5971584	UT46	1
SRR5971585	UT35	1
SRR5971586	UT43	0
SRR5971587	UT20	0
SRR5971588	UT23	0
SRR5971589	UT23	0
SRR5971590	UT31	0
SRR5971591	UT23	1
SRR5971593	UT46	1
SRR5971594	UT46	0
SRR5971595	UT24	0
SRR5971596	UT42	0
SRR5971597	UT20	0
SRR5971598	UT24	0
SRR5971599	UT05	1
SRR5971600	UT38	0
SRR5971601	UP20	0
SRR5971602	UT43	1
SRR5971604	UP41	1
SRR5971605	UT53	1
SRR5971606	UT12	0
SRR5971607	UP41	0
SRR5971608	UT12	0
SRR5971609	UT31	0
SRR5971610	UT53	0
SRR5971611	UT12	1
SRR5971612	UT13	1
SRR5971613	UP20	0
SRR5971614	UT12	1
SRR5971615	UT12	0
SRR5971616	UT53	1
SRR5971617	UT42	0
SRR5971618	UT51	0
SRR5971619	UT53	1
SRR5971620	UT13	1
SRR5971621	UT12	0
SRR5971622	UT46	0
SRR5971623	UT53	0
SRR5971624	UT12	0
SRR5971625	UT31	0
SRR5971626	UT24	0
SRR5971627	UT31	0
SRR5971628	UT31	0
SRR5971629	UT43	0
SRR5971630	UT51	0
SRR5971631	UT51	1
SRR5971632	UP41	0
SRR5971633	UP20	0
SRR5971634	UT38	0
SRR5971635	UT13	1
SRR5971636	UT53	1
SRR5971637	UT53	0
SRR5971638	UT05	0
SRR5971639	UT31	0
SRR5971640	UT42	0
SRR5971641	UT34	0
SRR5971642	UT51	0
SRR5971643	UT12	0
SRR5971644	UT38	1
SRR5971645	UT38	0
SRR5971646	UT13	0
SRR5971647	UT43	0
SRR5971648	UP21	0
SRR5971649	UT31	0
SRR5971650	UT53	0
SRR5971651	UT05	0
SRR5971652	UT42	0
SRR5971653	UT35	1
SRR5971654	UT31	0
SRR5971655	UT46	0
SRR5971656	UT05	0
SRR5971657	UT38	0
SRR5971658	UT12	0
SRR5971659	UT20	0
SRR5971660	UT05	0
SRR5971661	UT38	0
SRR5971662	UT43	0
SRR5971663	UT23	0
SRR5971664	UT51	0
SRR5971665	UT52	0
SRR5971666	UT53	0
SRR5971667	UT43	0
SRR5971668	UT05	0
SRR5971669	UT46	0
SRR5971670	UT53	1
SRR5971671	UT51	0
SRR5971673	UT05	1
SRR5971674	UP20	0
SRR5971675	UT23	1
SRR5971676	UT05	0
SRR5971677	UT52	1
SRR5971678	UT05	0
SRR5971679	UT23	0
SRR5971680	UT20	0
SRR5971681	UT38	0
SRR5971682	UT13	0
SRR5971683	UP41	0
SRR5971685	UT05	1
SRR5971686	UT51	0
SRR5971687	UT42	0
SRR5971688	UT43	1
SRR5971689	UT12	1
SRR5971690	UT53	1
SRR5971691	UT21	0
SRR5971692	UT31	1
SRR5971693	UT20	0
SRR5971694	UT12	0
SRR5971695	UT23	0
SRR5971697	UP14	0
SRR5971698	UT04	0
SRR5971699	UP21	0
SRR5971700	UT45	0
SRR5971701	UT45	0
SRR5971702	UT39	0
SRR5971703	UT39	0
SRR5971704	UT30	0
SRR5971705	UT04	0
SRR5971706	UT32	0
SRR5971707	UT21	0
SRR5971708	UT04	0
SRR5971709	UP20	0
SRR5971710	UT23	0
SRR5971711	UT23	0
SRR5971712	UP20	0
SRR5971713	UT31	0
SRR5971714	UT31	0
SRR5971715	UP30	0
SRR5971716	UT39	0
SRR5971717	UT43	0
SRR5971718	UT32	0
SRR5971719	UT30	0
SRR5971720	UT30	0
SRR5971721	UT32	0
SRR5971722	UT05	0
SRR5971723	UP21	0
SRR5971724	UT05	0
SRR5971725	UT01	0
SRR5971726	UT31	0
SRR5971727	UP21	0
SRR5971728	UT04	1
SRR5971729	UT39	0
SRR5971730	UT04	0
SRR5971731	UT23	0
SRR5971732	UT51	0
SRR5971733	UP14	0
SRR5971734	UP14	0
SRR5971735	UT05	0
SRR5971736	UT21	0
SRR5971737	UT32	0
SRR5971738	UP20	1
SRR5971739	UT51	0
SRR5971740	UT39	0
SRR5971741	UP37	1
SRR5971742	UT39	0
SRR5971743	UT21	0
SRR5971744	UT30	0
SRR5971745	UP21	1
SRR5971746	UT38	0
SRR5971747	UT30	0
SRR5971748	UT30	0
SRR5971749	UT04	0
SRR5971750	UT32	0
SRR5971751	UT32	0
SRR5971752	UP37	1
SRR5971753	UP01	0
SRR5971754	UT21	0
SRR5971755	UT31	0
SRR5971756	UT51	0
SRR5971757	UP21	0
SRR5971758	UT04	0
SRR5971759	UT30	0
SRR5971760	UP21	0
SRR5971761	UT23	0
SRR5971762	UP21	0
SRR5971764	UT39	0
SRR5971765	UT45	0
SRR5971766	UT29	0
SRR5971767	UT21	0
SRR5971768	UT23	1
SRR5971769	UT51	0
SRR5971770	UT30	0
SRR5971771	UT21	0
SRR5971772	UT21	0
SRR5971773	UP37	0
SRR5971775	UP21	0
SRR5971776	UP20	1
SRR5971777	UT30	0
SRR5971778	UP41	1
SRR5971779	UP41	1
SRR5971780	UT39	0
SRR5971781	UP37	1
SRR5971782	UP30	0
SRR5971783	UP14	0
SRR5971784	UT39	0
SRR5971785	UT39	0
SRR5971787	UT32	0
SRR5971788	UT23	0
SRR5971789	UT04	0
SRR5971790	UP30	0
SRR5971791	UP21	0
SRR5971792	UP37	0
SRR5971793	UT51	0
SRR5971794	UP41	0
SRR5971795	UT30	0
SRR5971796	UT32	0
SRR5971797	UT30	0
SRR5971798	UP41	0
SRR5971799	UP21	0
SRR5971800	UP37	0
SRR5971801	UP37	0
SRR5971802	UT29	0
SRR5971803	UP21	0
SRR5971804	UT52	0
SRR5971805	UT42	1
SRR5971806	UT01	0
SRR5971807	UT04	0
SRR5971808	UT30	0
SRR5971809	UP30	0
SRR5971810	UP20	0
SRR5971811	UT21	0
SRR5971812	UT29	0
SRR5971813	UP21	0
SRR5971814	UT42	0
SRR5971815	UT34	0
SRR5971816	UT35	0
SRR5971817	UT21	0
SRR5971818	UT32	1
SRR5971819	UT04	0
SRR5971820	UT04	0
SRR5971821	UT21	0
SRR5971822	UT45	0
SRR5971823	UT29	0
SRR5971824	UT39	0
SRR5971825	UT46	0
SRR5971826	UT01	0
SRR5971827	UT34	0
SRR5971828	UP11	0
SRR5971829	UT32	0
SRR5971830	UP21	0
SRR5971831	UT39	0
SRR5971832	UT04	0
SRR5971833	UT32	0
SRR5971834	UT45	0
SRR5971835	UT29	0
SRR5971836	UT04	0
SRR5971837	UT53	1
SRR5971839	UP14	0
SRR5971840	UT21	0
SRR5971841	UP41	0
SRR5971842	UT05	0
SRR5971843	UT30	0
SRR5971844	UT39	0
SRR5971845	UT45	0
SRR5971846	UT04	0
SRR5971847	UT39	1
SRR5971848	UT24	0
SRR5971850	UT30	0
SRR5971851	UP20	0
SRR5971852	UT21	0
SRR5971853	UT31	0
SRR5971854	UT32	1
SRR5971855	UT39	0
SRR5971856	UT45	0
SRR5971857	UT01	0
SRR5971858	UT04	0
SRR5971859	UT42	0
SRR5971860	UT35	1
SRR5971862	UT39	0
SRR5971863	UT21	1
SRR5971864	UT05	1
SRR5971865	UP20	0
SRR5971866	UP37	0
SRR5971867	UT29	0
SRR5971868	UT52	0
SRR5971869	UT42	1
SRR5971870	UT53	1
SRR5971871	UT52	1
SRR5971873	UT35	0
SRR5971874	UT12	1
SRR5971875	UT20	0
SRR5971876	UT35	1
SRR5971877	UT52	1
SRR5971878	UT31	1
SRR5971879	UT45	1
SRR5971880	UT46	0
SRR5971881	UT32	0
SRR5971882	UT13	0
SRR5971883	UT12	0
SRR5971884	UT52	1
SRR5971885	UT24	0
SRR5971886	UT46	0
SRR5971887	UT24	0
SRR5971888	UT35	1
SRR5971889	UT29	0
SRR5971890	UT35	0
SRR5971891	UT35	1
SRR5971892	UT01	0
SRR5971893	UT13	1
SRR5971894	UT51	0
SRR5971895	UT46	0
SRR5971896	UT29	0
SRR5971897	UT45	1
SRR5971898	UT13	1
SRR5971899	UT29	0
SRR5971900	UT24	0
SRR5971901	UT34	0
SRR5971902	UT21	1
SRR5971903	UT13	0
SRR5971904	UT35	1
SRR5971905	UT46	0
SRR5971906	UT46	0
SRR5971907	UT24	1
SRR5971908	UT35	0
SRR5971909	UT24	0
SRR5971910	UT24	0
SRR5971911	UT35	0
SRR5971912	UT52	0
SRR5971914	UT35	1
SRR5971915	UT35	0
SRR5971916	UT39	0
SRR5971917	UT32	1
SRR5971918	UP16	0
SRR5971919	UT13	0
SRR5971920	UT53	0
SRR5971921	UT43	0
SRR5971922	UP37	0
SRR5971923	UP05	0
SRR5971924	UT04	0
SRR5971925	UT32	0
SRR5971926	UT52	0
SRR5971927	UT04	1
SRR5971928	UT51	0
SRR5971929	UT52	0
SRR5971930	UT51	1
SRR5971931	UT20	0
SRR5971932	UT32	0
SRR5971933	UT04	1
SRR5971934	UT32	0
SRR5971935	UT04	0
SRR5971936	UP37	0
SRR5971937	UT39	1
SRR5971938	UT32	1
SRR5971939	UT24	0
SRR5971941	UP15	1
SRR5971942	UP15	0
SRR5971943	UP15	0
SRR5971944	UP15	1
SRR5971945	UP15	0
SRR5971946	UP15	0
SRR5971947	UP15	0
SRR5971948	UP15	0
SRR5971949	UP15	0
SRR5971950	UP15	0
SRR5971951	UP15	0
SRR5971952	UP15	1
SRR5971953	UP04	0
SRR5971962	ST26	0
SRR5971963	ST11	0
SRR5971964	ST08	0
SRR5971965	ST23	0
SRR5971966	ST27	0
SRR5971967	ST09	0
SRR5971968	ST09	0
SRR5971969	ST26	0
SRR5971970	ST04	0
SRR5971971	ST30	0
SRR5971972	ST30	0
SRR5971973	ST11	0
SRR5971974	ST11	0
SRR5971975	ST26	0
SRR5971976	ST26	0
SRR5971977	ST30	0
SRR5971978	ST27	0
SRR5971979	ST03	0
SRR5971980	ST30	0
SRR5971981	ST11	0
SRR5971982	ST24	0
SRR5971983	ST29	0
SRR5971984	ST09	0
SRR5971985	ST23	0
SRR5971986	ST24	0
SRR5971987	ST26	0
SRR5971988	ST03	1
SRR5971989	ST09	0
SRR5971990	ST09	0
SRR5971991	ST11	0
SRR5971992	ST27	0
SRR5971993	ST11	1
SRR5971994	ST24	0
SRR5971995	ST11	0
SRR5971996	ST29	0
SRR5971997	ST27	0
SRR5971998	ST23	1
SRR5971999	ST11	1
SRR5972000	ST24	0
SRR5972001	ST13	0
SRR5972002	ST04	0
SRR5972003	ST29	0
SRR5972004	ST08	0
SRR5972005	ST03	0
SRR5972006	ST08	1
SRR5972007	ST25	0
SRR5972008	ST26	0
SRR5972009	ST23	1
SRR5972010	ST30	0
SRR5972011	ST13	0
SRR5972012	ST13	0
SRR5972013	ST27	0
SRR5972014	ST08	0
SRR5972015	ST14	0
SRR5972016	ST22	0
SRR5972018	ST29	0
SRR5972019	ST29	0
SRR5972020	ST27	0
SRR5972021	ST13	0
SRR5972022	ST11	0
SRR5972023	ST08	0
SRR5972024	ST29	0
SRR5972025	ST27	0
SRR5972026	ST24	0
SRR5972027	ST29	0
SRR5972029	ST23	0
SRR5972030	ST26	0
SRR5972031	ST13	0
SRR5972032	ST25	0
SRR5972033	ST09	0
SRR5972034	ST26	0
SRR5972035	ST27	0
SRR5972036	ST30	0
SRR5972038	ST26	0
SRR5972039	ST27	0
SRR5972040	ST16	0
SRR5972041	ST23	0
SRR5972042	ST26	0
SRR5972043	ST19	0
SRR5972044	ST11	0
SRR5972045	ST19	1
SRR5972046	ST24	1
SRR5972047	ST08	0
SRR5972048	ST29	0
SRR5972049	ST29	0
SRR5972050	ST11	0
SRR5972051	ST23	0
SRR5972052	ST22	1
SRR5972053	ST11	0
SRR5972054	ST23	0
SRR5972055	ST13	0
SRR5972056	ST24	0
SRR5972057	ST26	0
SRR5972058	ST08	0
SRR5972059	ST25	0
SRR5972060	ST29	0
SRR5972061	ST29	1
SRR5972062	ST22	0
SRR5972063	ST03	1
SRR5972064	ST24	0
SRR5972065	SP03	1
SRR5972066	ST04	1
SRR5972067	ST13	0
SRR5972069	ST30	0
SRR5972070	ST08	1
SRR5972071	ST24	0
SRR5972072	ST09	0
SRR5972073	ST05	0
SRR5972074	ST24	0
SRR5972076	ST26	0
SRR5972077	ST08	0
SRR5972078	ST09	0
SRR5972079	ST27	0
SRR5972080	ST08	0
SRR5972110	ST26	0
SRR5972111	ST29	0
SRR5972112	ST27	0
SRR5972113	ST29	0
SRR5972114	ST26	0
SRR5972115	ST29	0
SRR5972116	ST29	0
SRR5972117	ST29	0
SRR5972118	ST11	0
SRR5972119	ST11	0
SRR5972120	ST27	0
SRR5972121	ST26	0
SRR5972122	ST29	0
SRR5972123	ST29	0
SRR5972124	ST11	0
SRR5972125	ST11	0
SRR5972127	ST11	1
SRR5972128	ST29	0
SRR5972129	ST26	0
SRR5972131	ST27	1
SRR5972132	ST27	0
SRR5972137	UP38	0
SRR5972138	UP22	0
SRR5972139	UP12	0
SRR5972140	UP26	0
SRR5972141	UP19	0
SRR5972142	UP02	1
SRR5972143	UT40	0
SRR5972144	UT47	0
SRR5972145	UT09	0
SRR5972146	UP39	0
SRR5972147	UP12	0
SRR5972148	UT40	0
SRR5972149	UP02	0
SRR5972150	UT10	0
SRR5972151	UT02	0
SRR5972152	UP27	0
SRR5972153	UT54	0
SRR5972154	UT33	0
SRR5972155	UT47	0
SRR5972156	UT55	0
SRR5972157	UT47	0
SRR5972158	UT06	0
SRR5972159	UT06	0
SRR5972160	UP38	0
SRR5972161	UT06	0
SRR5972162	UP27	0
SRR5972163	UP39	0
SRR5972164	UT47	0
SRR5972165	UT54	1
SRR5972166	UP39	0
SRR5972167	UT26	0
SRR5972168	UT40	0
SRR5972169	UP24	0
SRR5972170	UP12	0
SRR5972171	UP26	0
SRR5972172	UP27	1
SRR5972173	UP22	0
SRR5972174	UT10	0
SRR5972175	UT02	0
SRR5972176	UP35	0
SRR5972177	UT33	0
SRR5972178	UT40	0
SRR5972179	UT06	0
SRR5972180	UT47	0
SRR5972181	UT36	0
SRR5972182	UT10	1
SRR5972183	UT14	0
SRR5972184	UT40	0
SRR5972185	UP38	0
SRR5972186	UT10	0
SRR5972187	UP35	0
SRR5972188	UT54	0
SRR5972189	UT28	0
SRR5972190	UT55	0
SRR5972191	UT55	0
SRR5972192	UT07	0
SRR5972193	UT40	0
SRR5972194	UT09	0
SRR5972195	UP35	0
SRR5972196	UP26	1
SRR5972197	UP39	0
SRR5972198	UT10	0
SRR5972199	UT55	0
SRR5972200	UT10	0
SRR5972201	UP27	0
SRR5972202	UT06	0
SRR5972203	UT47	0
SRR5972204	UT07	0
SRR5972205	UP39	0
SRR5972206	UT47	0
SRR5972207	UP27	1
SRR5972209	UT06	0
SRR5972210	UP27	0
SRR5972211	UT02	0
SRR5972212	UT15	1
SRR5972213	UT10	0
SRR5972214	UT40	0
SRR5972215	UT48	0
SRR5972216	UT27	0
SRR5972217	UT47	0
SRR5972218	UT33	0
SRR5972220	UT41	0
SRR5972221	UP12	0
SRR5972222	UP26	0
SRR5972223	UP22	0
SRR5972224	UT55	0
SRR5972225	UT55	0
SRR5972226	UT08	1
SRR5972227	UT37	0
SRR5972228	UT15	1
SRR5972229	UP26	0
SRR5972230	UT47	0
SRR5972232	UT07	0
SRR5972233	UP19	0
SRR5972234	UT33	0
SRR5972235	UT15	0
SRR5972236	UT02	1
SRR5972237	UT48	0
SRR5972238	UT44	0
SRR5972239	UP19	0
SRR5972240	UT10	0
SRR5972241	UT07	0
SRR5972242	UP39	0
SRR5972243	UT06	0
SRR5972244	UT09	1
SRR5972245	UT15	0
SRR5972246	UT09	0
SRR5972247	UT55	0
SRR5972248	UT14	0
SRR5972249	UT14	0
SRR5972250	UT40	1
SRR5972251	UT48	0
SRR5972252	UT15	0
SRR5972253	UP26	0
SRR5972254	UT40	0
SRR5972255	UT47	0
SRR5972256	UP22	0
SRR5972257	UT28	0
SRR5972258	UP39	0
SRR5972259	UT02	1
SRR5972260	UP25	0
SRR5972261	UT09	0
SRR5972262	UT54	0
SRR5972263	UP39	0
SRR5972264	UT40	0
SRR5972265	UT02	0
SRR5972266	UT15	0
SRR5972267	UT09	1
SRR5972268	UT54	0
SRR5972269	UT43	0
SRR5972270	UT14	0
SRR5972271	UT10	0
SRR5972272	UT02	0
SRR5972273	UT33	0
SRR5972274	UP27	0
SRR5972275	UT16	0
SRR5972276	UT08	0
SRR5972277	UT15	0
SRR5972278	UT54	0
SRR5972279	UT47	1
SRR5972280	UP37	0
SRR5972281	UT54	0
SRR5972282	UT18	0
SRR5972283	UP21	0
SRR5972284	UT10	0
SRR5972285	UP19	0
SRR5972286	UT33	0
SRR5972287	UT15	1
SRR5972288	UT06	0
SRR5972289	UP19	0
SRR5972290	UP39	0
SRR5972291	UT10	0
SRR5972292	UT54	0
SRR5972293	UT37	0
SRR5972294	UT40	0
SRR5972295	UT33	0
SRR5972296	UT22	0
SRR5972298	UP26	0
SRR5972299	UT18	0
SRR5972300	UT02	0
SRR5972301	UT14	0
SRR5972302	UP38	0
SRR5972303	UT08	1
SRR5972304	UT14	0
SRR5972305	UT14	0
SRR5972306	UT07	0
SRR5972307	UT36	1
SRR5972309	UT06	0
SRR5972310	UT02	0
SRR5972311	UT49	0
SRR5972312	UP38	0
SRR5972313	UT02	1
SRR5972314	UP14	1
SRR5972315	UT08	0
SRR5972316	UT09	0
SRR5972317	UT07	0
SRR5972319	UT10	0
SRR5972320	UT15	0
SRR5972321	UT14	0
SRR5972322	UT14	0
SRR5972323	UT33	0
SRR5972324	UT09	0
SRR5972325	UT28	0
SRR5972326	UT16	0
SRR5972327	UT33	0
SRR5972328	UP22	0
SRR5972329	UT15	0
SRR5972330	UP38	0
SRR5972331	UT27	0
SRR5972332	UP27	0
SRR5972333	UT02	0
SRR5972334	UT49	0
SRR5972335	UT49	0
SRR5972336	UP38	0
SRR5972337	UP35	1
SRR5972338	UP39	0
SRR5972339	UT54	0
SRR5972340	UP12	0
SRR5972341	UT27	0
SRR5972342	UP35	0
SRR5972343	UT33	0
SRR5972344	UT47	0
SRR5972345	UT27	0
SRR5972346	UT10	0
SRR5972347	UT14	0
SRR5972348	UT33	0
SRR5972349	UP12	0
SRR5972350	UT14	0
SRR5972351	UP22	0
SRR5972352	UP19	0
SRR5972353	UT09	1
SRR5972354	UP22	0
SRR5972355	UT27	0
SRR5972356	UT40	0
SRR5972357	UT18	0
SRR5972358	UT49	0
SRR5972359	UT54	0
SRR5972360	UT09	0
SRR5972361	UP35	0
SRR5972362	UT40	0
SRR5972363	UT02	0
SRR5972364	UT28	0
SRR5972365	UP22	1
SRR5972366	UP22	0
SRR5972367	UP38	0
SRR5972368	UT26	0
SRR5972369	UP12	0
SRR5972370	UP19	0
SRR5972371	UT16	0
SRR5972372	UP38	0
SRR5972373	UT02	0
SRR5972374	UT14	0
SRR5972375	UT55	0
SRR5972376	UP27	0
SRR5972377	UP22	1
SRR5972378	UT33	0
SRR5972379	UP19	0
SRR5972380	UP39	0
SRR5972381	UT54	0
SRR5972382	UP35	1
SRR5972383	UT50	1
SRR5972384	UT54	0
SRR5972385	UP35	1
SRR5972387	UT14	0
SRR5972388	UP22	0
SRR5972389	UT27	0
SRR5972390	UP25	0
SRR5972391	UT50	1
SRR5972392	UP19	0
SRR5972393	UP22	0
SRR5972394	UT10	0
SRR5972395	UT26	1
SRR5972396	UP39	0
SRR5972398	UP19	0
SRR5972399	UT54	0
SRR5972400	UT02	0
SRR5972401	UP35	0
SRR5972402	UT11	1
SRR5972403	UT08	0
SRR5972404	UT47	1
SRR5972405	UT02	0
SRR5972406	UP35	1
SRR5972407	UP38	0
SRR5972408	UP19	0
SRR5972410	UT26	0
SRR5972411	UT49	0
SRR5972412	UT18	0
SRR5972413	UP39	0
SRR5972414	UP35	0
SRR5972415	UT41	0
SRR5972416	UT18	1
SRR5972417	UT14	0
SRR5972418	UT37	0
SRR5972419	UP27	0
SRR5972420	UP35	0
SRR5972421	UP19	0
SRR5972422	UT06	0
SRR5972423	UP26	0
SRR5972424	UT09	0
SRR5972425	UT54	0
SRR5972426	UT18	0
SRR5972427	UT33	0
SRR5972428	UP19	1
SRR5972429	UT15	0
SRR5972430	UT27	0
SRR5972431	UT09	0
SRR5972432	UT15	0
SRR5972433	UT16	1
SRR5972434	UP35	0
SRR5972435	UP26	0
SRR5972436	UP26	0
SRR5972437	UP35	0
SRR5972438	UT09	0
SRR5972439	UP22	0
SRR5972440	UT15	0
SRR5972441	UP38	1
SRR5972442	UT10	0
SRR5972443	UT09	1
SRR5972444	UT15	0
SRR5972445	UT09	0
SRR5972446	UT33	1
SRR5972447	UP39	1
SRR5972448	UT15	1
SRR5972449	UT09	1
SRR5972450	UP19	0
SRR5972451	UT15	0
SRR5972452	UP35	0
SRR5972453	UT25	0
SRR5972454	UT28	0
SRR5972455	UT54	0
SRR5972456	UP35	0
SRR5972457	UP02	0
SRR5972458	UP35	0
SRR5972459	UT10	0
SRR5972460	UP39	1
SRR5972461	UT33	0
SRR5972462	UT14	0
SRR5972463	UP35	0
SRR5972464	UT18	0
SRR5972465	UT10	0
SRR5972466	UP19	1
SRR5972467	UT33	1
SRR5972468	UT33	0
SRR5972469	UT33	0
SRR5972470	UT18	0
SRR5972471	UT15	1
SRR5972472	UT15	1
SRR5972473	UT14	0
SRR5972474	UT27	0
SRR5972475	UT37	0
SRR5972477	UT10	0
SRR5972478	UP35	0
SRR5972479	UT14	0
SRR5972480	UT18	0
SRR5972481	UT54	1
SRR5972482	UP12	0
SRR5972483	UT28	0
SRR5972484	UP39	0
SRR5972485	UT54	0
SRR5972486	UT02	0
SRR5972488	UT18	0
SRR5972489	UT28	0
SRR5972490	UP27	0
SRR5972491	UT15	1
SRR5972492	UT10	0
SRR5972493	UP19	0
SRR5972494	UT41	0
SRR5972495	UT41	0
SRR5972496	UT14	0
SRR5972497	UT18	0
SRR5972498	UP39	0
SRR5972500	UT17	0
SRR5972501	UT27	0
SRR5972502	UT11	0
SRR5972503	UT03	0
SRR5972504	UT44	0
SRR5972505	UT08	0
SRR5972506	UT25	0
SRR5972507	UT19	0
SRR5972508	UT26	0
SRR5972509	UT07	0
SRR5972510	UT08	0
SRR5972511	UT10	0
SRR5972512	UT28	0
SRR5972513	UT41	0
SRR5972514	UT25	0
SRR5972515	UT11	0
SRR5972516	UT48	0
SRR5972517	UT11	0
SRR5972518	UT48	0
SRR5972519	UT22	0
SRR5972520	UT36	1
SRR5972521	UT48	0
SRR5972522	UT37	0
SRR5972523	UT55	1
SRR5972524	UP26	0
SRR5972525	UT40	0
SRR5972526	UT08	0
SRR5972527	UT17	1
SRR5972528	UT08	0
SRR5972529	UT08	0
SRR5972530	UT22	0
SRR5972531	UT22	0
SRR5972532	UT22	0
SRR5972533	UT55	0
SRR5972534	UT18	0
SRR5972535	UT27	0
SRR5972536	UT08	0
SRR5972537	UT48	0
SRR5972538	UP33	0
SRR5972539	UT08	0
SRR5972540	UT07	0
SRR5972541	UT55	0
SRR5972542	UT11	0
SRR5972543	UT44	0
SRR5972544	UT44	0
SRR5972545	UT18	0
SRR5972546	UT44	0
SRR5972547	UT11	0
SRR5972548	UP24	0
SRR5972549	UT48	0
SRR5972550	UT19	0
SRR5972551	UT40	0
SRR5972552	UT22	0
SRR5972553	UT19	0
SRR5972554	UT17	0
SRR5972555	UT27	0
SRR5972556	UT22	0
SRR5972557	UT44	0
SRR5972558	UT03	0
SRR5972559	UT49	0
SRR5972560	UT16	0
SRR5972561	UT26	0
SRR5972562	UT55	0
SRR5972563	UT16	0
SRR5972564	UT19	0
SRR5972566	UP27	0
SRR5972567	UT50	0
SRR5972568	UT17	0
SRR5972569	UT11	0
SRR5972570	UT17	0
SRR5972571	UT36	0
SRR5972572	UT44	0
SRR5972573	UT07	0
SRR5972574	UT48	0
SRR5972575	UT48	0
SRR5972577	UT09	1
SRR5972578	UT33	0
SRR5972579	UT03	0
SRR5972580	UT44	0
SRR5972581	UT37	1
SRR5972582	UT44	0
SRR5972583	UT22	0
SRR5972584	UT49	1
SRR5972585	UT49	0
SRR5972587	UT49	1
SRR5972588	UT08	0
SRR5972589	UT16	0
SRR5972590	UT55	0
SRR5972591	UT48	0
SRR5972592	UT48	0
SRR5972593	UP24	0
SRR5972594	UT27	0
SRR5972595	UT48	0
SRR5972596	UT48	0
SRR5972597	UT27	0
SRR5972598	UT25	1
SRR5972599	UT50	1
SRR5972600	UT50	1
SRR5972601	UT19	0
SRR5972602	UT03	0
SRR5972603	UT16	0
SRR5972604	UT08	1
SRR5972605	UT47	0
SRR5972606	UT09	0
SRR5972607	UT03	0
SRR5972608	UT03	0
SRR5972609	UT36	1
SRR5972610	UT08	0
SRR5972611	UT44	0
SRR5972612	UT50	0
SRR5972613	UT19	0
SRR5972614	UT44	0
SRR5972615	UP35	1
SRR5972616	UT26	0
SRR5972617	UT07	0
SRR5972618	UT16	0
SRR5972619	UT08	1
SRR5972620	UT07	0
SRR5972621	UT03	0
SRR5972622	UT19	0
SRR5972623	UT55	0
SRR5972624	UT47	0
SRR5972625	UT36	1
SRR5972626	UT03	0
SRR5972627	UT08	0
SRR5972628	UT22	0
SRR5972629	UT12	0
SRR5972630	UT26	0
SRR5972631	UT48	1
SRR5972632	UT19	0
SRR5972633	UT22	0
SRR5972634	UT44	0
SRR5972635	UT16	0
SRR5972636	UT19	0
SRR5972637	UT25	0
SRR5972638	UP24	0
SRR5972639	UT49	0
SRR5972640	UT08	1
SRR5972641	UT38	0
SRR5972642	UT44	0
SRR5972643	UT07	0
SRR5972644	UT49	0
SRR5972645	UT37	0
SRR5972646	UT11	0
SRR5972647	UT19	0
SRR5972648	UT55	0
SRR5972649	UT37	0
SRR5972650	UT11	1
SRR5972651	UT50	0
SRR5972652	UT03	0
SRR5972654	UT27	0
SRR5972655	UT26	0
SRR5972656	UT17	0
SRR5972657	UT19	0
SRR5972658	UP24	0
SRR5972659	UT11	0
SRR5972660	UT17	0
SRR5972661	UT26	0
SRR5972662	UP24	0
SRR5972663	UT19	1
SRR5972664	UT55	0
SRR5972666	UT50	0
SRR5972667	UT17	0
SRR5972668	UT44	0
SRR5972669	UT03	0
SRR5972670	UT50	1
SRR5972671	UT26	0
SRR5972672	UT03	0
SRR5972673	UT16	0
SRR5972674	UT08	0
SRR5972675	UT11	0
SRR5972677	UT11	0
SRR5972678	UT48	0
SRR5972679	UP03	0
SRR5972680	UT53	0
SRR5972681	UT22	0
SRR5972682	UT43	0
SRR5972683	UT22	0
SRR5972684	UT38	0
SRR5972685	UP29	0
SRR5972686	UT19	0
SRR5972687	UT53	0
SRR5972688	UT45	0
SRR5972689	UT05	0
SRR5972690	UT05	0
SRR5972691	UT12	0
SRR5972693	UP03	0
SRR5972694	UP29	0
SRR5972695	UT51	0
SRR5972696	UP33	0
SRR5972698	UT50	1
SRR5972699	UT13	0
SRR5972700	UT43	0
SRR5972701	UT43	0
SRR5972702	UT19	0
SRR5972704	UT03	0
SRR5972705	UT48	0
SRR5972706	UT19	0
SRR5972707	UT51	0
SRR5972709	UT12	0
SRR5972710	UT48	0
SRR5972711	UP33	0
SRR5972712	UP33	0
SRR5972714	UT48	0
SRR5972715	UP29	0
SRR5972716	UP29	0
SRR5972717	UT48	0
SRR5972718	UT08	0
SRR5972720	UT12	0
SRR5972721	UT11	1
SRR5972722	UP31	1
SRR5972723	UT25	0
SRR5972724	UP07	0
SRR5972725	UT11	0
SRR5972726	UT25	0
SRR5972727	UP24	0
SRR5972728	UT42	0
